County,Cases,Deaths
Fulton,1467,50
Dougherty,1154,72
Dekalb,869,14
Cobb,714,32
Gwinnett,690,19
Clayton,362,11
Hall,279,0
Henry,260,3
Lee,239,15
Sumter,227,9
Bartow,212,15
Carroll,204,5
Cherokee,186,7
Douglas,153,5
Chatham,147,5
Muscogee,146,4
Richmond,140,3
Mitchell,136,13
Forsyth,130,5
Early,121,6
Houston,115,7
Floyd,108,5
Terrell,107,10
Randolph,105,5
Coweta,103,2
Fayette,99,4
Rockdale,95,2
Colquitt,87,5
Worth,84,4
Clarke,83,11
Paulding,80,2
Newton,79,3
Thomas,77,3
Spalding,71,4
Crisp,70,0
Columbia,68,0
Bibb,67,1
Lowndes,59,2
Tift,59,1
Troup,57,3
Coffee,56,2
Barrow,55,3
Upson,55,1
Ware,53,4
Baldwin,52,1
Pierce,45,2
Calhoun,43,2
Dooly,40,1
Walton,39,2
Oconee,38,0
Turner,38,0
Gordon,35,3
Glynn,33,0
Laurens,32,1
Bryan,29,1
Decatur,29,0
Burke,28,1
Butts,28,0
Jackson,27,1
Dawson,26,2
Greene,25,1
Whitfield,24,3
Meriwether,23,0
Effingham,22,1
Mcduffie,22,2
Peach,22,2
Polk,22,0
Washington,22,0
Wilcox,22,0
Macon,21,0
Camden,20,0
Harris,19,1
Johnson,19,1
Brooks,18,1
Liberty,17,0
Stephens,17,0
Bulloch,16,1
Haralson,16,0
Lamar,16,0
Pike,16,0
Clay,15,1
Grady,15,0
Seminole,15,0
Bacon,14,0
Baker,14,2
Habersham,14,1
Morgan,14,0
Murray,14,0
Dodge,13,0
Catoosa,12,0
Monroe,12,1
Oglethorpe,12,1
Pickens,12,2
Schley,12,1
Irwin,11,0
Jones,11,0
Toombs,11,1
White,11,0
Wilkinson,11,1
Madison,10,1
Marion,10,0
Miller,10,0
Appling,9,0
Fannin,9,0
Jenkins,9,1
Lumpkin,9,0
Pulaski,9,0
Talbot,9,1
Telfair,9,0
Ben Hill,8,0
Brantley,8,1
Emanuel,8,0
Lincoln,8,0
Banks,7,0
Cook,7,0
Gilmer,7,0
Screven,7,0
Taylor,7,2
Union,7,1
Berrien,6,0
Chattooga,6,1
Jasper,6,0
Jefferson,6,1
Putnam,6,0
Rabun,6,0
Stewart,6,0
Walker,6,0
Warren,6,0
Wilkes,6,0
Lanier,5,0
Tattnall,5,0
Candler,4,0
Franklin,4,0
Heard,4,1
Wayne,4,0
Charlton,3,0
Chattahoochee,3,0
Clinch,3,0
Crawford,3,0
Elbert,3,0
Hancock,3,0
Hart,3,0
Mcintosh,3,0
Quitman,3,0
Towns,3,0
Webster,3,0
Atkinson,2,0
Dade,2,1
Echols,2,0
Montgomery,2,0
Twiggs,2,0
Wheeler,2,0
Bleckley,1,0
Evans,1,0
Jeff Davis,1,0
Long,1,0
Treutlen,1,0
Unknown,773,0
Non-Georgia Resident,444,4
